name,address,phone,website,email,rating,reviews_count,city,category,scraped_at
Meliá Berlin,"Adresse: Friedrichstraße 103, 10117 Berlin ",Telefon: 030 20607900 ,https://www.melia.com/de/hotels/deutschland/berlin/melia-berlin?utm_campaign=google&utm_content=6514&utm_medium=organic&utm_source=directories,,"4,4",,Berlin,restaurant,2025-11-18 16:41:15
Trattoria Portofino,"Adresse: Gubener Str. 48, 10243 Berlin ",Telefon: 030 23910610 ,http://www.portofino-trattoria.de/,,"4,7",,Berlin,restaurant,2025-11-18 16:41:26
Nante-Eck | Restaurant Berlin Mitte,"Adresse: Unter den Linden 35, 10117 Berlin ",Telefon: 030 22487257 ,https://www.nante-eck.de/,,"4,6",,Berlin,restaurant,2025-11-18 16:41:34
Nante-Eck | Restaurant Berlin Mitte,"Adresse: Unter den Linden 35, 10117 Berlin ",Telefon: 030 22487257 ,https://www.nante-eck.de/,,"4,6",,Berlin,restaurant,2025-11-18 16:41:43
Nante-Eck | Restaurant Berlin Mitte,"Adresse: Unter den Linden 35, 10117 Berlin ",Telefon: 030 22487257 ,https://www.nante-eck.de/,,"4,6",,Berlin,restaurant,2025-11-18 16:41:51
Nante-Eck | Restaurant Berlin Mitte,"Adresse: Unter den Linden 35, 10117 Berlin ",Telefon: 030 22487257 ,https://www.nante-eck.de/,,"4,6",,Berlin,restaurant,2025-11-18 16:41:59
Nante-Eck | Restaurant Berlin Mitte,"Adresse: Unter den Linden 35, 10117 Berlin ",Telefon: 030 22487257 ,https://www.nante-eck.de/,,"4,6",,Berlin,restaurant,2025-11-18 16:42:10
Malakeh Restaurant,"Adresse: Potsdamer Str. 153, 10783 Berlin ",Telefon: 0176 22160998 ,https://www.malakeh.de/,,"4,8",,Berlin,restaurant,2025-11-18 16:42:18
Bless,"Adresse: Hausvogteipl. 10, 10117 Berlin ",Telefon: 030 20619795 ,https://bless-restaurants.com/,,"4,7",,Berlin,restaurant,2025-11-18 16:42:29
Zur Gerichtslaube,"Adresse: Poststraße 28, 10178 Berlin ",Telefon: 030 2415697 ,http://www.gerichtslaube.de/,,"4,5",,Berlin,restaurant,2025-11-18 16:42:41
Byblos Restaurant Berlin,"Adresse: Spichernstraße 24, 10777 Berlin ",Telefon: 030 56007395 ,https://byblosrestaurantberlin.de/,,"4,8",,Berlin,restaurant,2025-11-18 16:42:50
Byblos Restaurant Berlin,"Adresse: Spichernstraße 24, 10777 Berlin ",Telefon: 030 56007395 ,https://byblosrestaurantberlin.de/,,"4,8",,Berlin,restaurant,2025-11-18 16:43:01
Schnitzelei Charlottenburg,"Adresse: Röntgenstraße 7b, 10587 Berlin ",Telefon: 030 34702777 ,https://schnitzelei.de/charlottenburg/,,"4,5",,Berlin,restaurant,2025-11-18 16:43:14
Schnitzelei Charlottenburg,"Adresse: Röntgenstraße 7b, 10587 Berlin ",Telefon: 030 34702777 ,https://schnitzelei.de/mitte/,,"4,5",,Berlin,restaurant,2025-11-18 16:43:27
Schnitzelei Mitte,"Adresse: Chausseestr. 8 Hinterhof erreichbar über: Chausseestr. 8 oder, Novalisstraße 11, 10115 Berlin ",Telefon: 030 32519422 ,https://schnitzelei.de/mitte/,,"4,5",,Berlin,restaurant,2025-11-18 16:43:39
TAT Restaurant,"Adresse: Niederbarnimstraße 17, 10247 Berlin ",Telefon: 030 83799852 ,https://tat-berlin.de/,,"4,9",,Berlin,restaurant,2025-11-18 16:43:51
TAT Restaurant,"Adresse: Niederbarnimstraße 17, 10247 Berlin ",Telefon: 030 83799852 ,https://tat-berlin.de/,,"4,9",,Berlin,restaurant,2025-11-18 16:44:09
Cappuccino Grand Café - Mitte,"Adresse: Tucholskystraße 36, 10117 Berlin ",Telefon: 030 28444619 ,http://www.cappuccinograndcafe.de/,,"4,7",,Berlin,cafe,2025-11-18 16:44:59
Cappuccino Grand Café - Mitte,"Adresse: Tucholskystraße 36, 10117 Berlin ",Telefon: 030 28444619 ,http://www.cappuccinograndcafe.de/,,"4,4",,Berlin,cafe,2025-11-18 16:45:11
cafe neundrei,"Adresse: Monbijoupl. 2, 10178 Berlin ",,http://www.neundrei.com/,,"4,6",,Berlin,cafe,2025-11-18 16:45:26
cafe neundrei,"Adresse: Monbijoupl. 2, 10178 Berlin ",,http://www.neundrei.com/,,"4,6",,Berlin,cafe,2025-11-18 16:45:40
Kaffee Momente Berlin - Café Berlin,"Adresse: Bötzowstraße 21, 10407 Berlin ",Telefon: 01573 2192174 ,https://kaffee-momente.eatbu.com/?lang=de,,"4,8",,Berlin,cafe,2025-11-18 16:45:51
Kaffee Momente Berlin - Café Berlin,"Adresse: Bötzowstraße 21, 10407 Berlin ",Telefon: 01573 2192174 ,https://kaffee-momente.eatbu.com/?lang=de,,"4,8",,Berlin,cafe,2025-11-18 16:46:02
Cafe Latrio-Berlin,"Adresse: Monbijoupl. 4, 10178 Berlin ",Telefon: 030 63969072 ,,,"4,7",,Berlin,cafe,2025-11-18 16:46:11
Coffee und Cookies,"Adresse: Stresemannstraße 107, 10963 Berlin ",Telefon: 030 49080780 ,https://instagram.com/coffeeundcookies?igshid=OGQ5ZDc2ODk2ZA==,,"4,5",,Berlin,cafe,2025-11-18 16:46:23
Wine & Coffee House,"Adresse: Karl-Liebknecht-Str. 7, 10178 Berlin ",Telefon: 030 2423775 ,http://www.wine-and-coffeehouse.de/,,"4,6",,Berlin,cafe,2025-11-18 16:46:36
The Greens - Coffee & Plants,"Adresse: Am Krögel 2, 10179 Berlin ",,http://the-greens-berlin.de/,,"4,4",,Berlin,cafe,2025-11-18 16:46:49
Oslo Kaffebar,"Adresse: Eichendorffstraße 13, 10115 Berlin ",,http://www.oslokaffebar.co/,,"4,5",,Berlin,cafe,2025-11-18 16:47:01
An einem Sonntag im August,"Adresse: Kastanienallee 103, 10435 Berlin ",Telefon: 030 44051228 ,http://www.an-einem-sonntag-im-august.de/,,"4,4",,Berlin,cafe,2025-11-18 16:47:17
An einem Sonntag im August,"Adresse: Kastanienallee 103, 10435 Berlin ",,http://www.fiveelephant.com/,,"4,3",,Berlin,cafe,2025-11-18 16:47:31
Five Elephant,"Adresse: Alte Schönhauser Str. 14, 10119 Berlin ",,http://www.fiveelephant.com/,,"4,3",,Berlin,cafe,2025-11-18 16:47:37
Refinery High End Coffee,"Adresse: Albrechtstraße 11B, 10117 Berlin ",Telefon: 030 30874491 ,http://refinerycoffee.de/,,"4,4",,Berlin,cafe,2025-11-18 16:47:51
May Café,"Adresse: Chausseestraße 21, 10115 Berlin ",Telefon: 030 23298266 ,,,"4,6",,Berlin,cafe,2025-11-18 16:48:05
Du Bonheur,"Adresse: Brunnenstraße 39, 10115 Berlin ",Telefon: 030 56591955 ,https://www.dubonheur.de/,,"4,8",,Berlin,cafe,2025-11-18 16:48:19
Silo Coffee,"Adresse: Gabriel-Max-Straße 4, 10245 Berlin ",Telefon: 030 62608833 ,https://www.silo-coffee.com/,,"4,5",,Berlin,cafe,2025-11-18 16:48:35
Meliá Berlin,"Adresse: Friedrichstraße 103, 10117 Berlin ",Telefon: 030 20607900 ,https://www.melia.com/de/hotels/deutschland/berlin/melia-berlin?utm_campaign=google&utm_content=6514&utm_medium=organic&utm_source=directories,,"4,4",,Berlin,food,2025-11-18 16:49:13
Galbi-House,"Adresse: Buchholzer Str. 5, 10437 Berlin ",Telefon: 030 67394664 ,https://social.quandoo.com/en/groups/Galbi-House-Korean-Cuisine,,"4,5",,Berlin,food,2025-11-18 16:49:24
Galbi-House,"Adresse: Buchholzer Str. 5, 10437 Berlin ",Telefon: 030 67394664 ,https://social.quandoo.com/en/groups/Galbi-House-Korean-Cuisine,,"4,5",,Berlin,food,2025-11-18 16:49:38
Restaurant Elefant,"Adresse: Fuggerstraße 18, 10777 Berlin ",Telefon: 030 23607346 ,https://speisekartenweb.de/restaurants/berlin/restaurant-elefant-60615?utm_source=google_profile&utm_medium=google_profile&utm_campaign=brief_37_12_2024,,"4,5",,Berlin,food,2025-11-18 16:49:49
Restaurant Elefant,"Adresse: Fuggerstraße 18, 10777 Berlin ",Telefon: 030 23607346 ,https://speisekartenweb.de/restaurants/berlin/restaurant-elefant-60615?utm_source=google_profile&utm_medium=google_profile&utm_campaign=brief_37_12_2024,,"4,5",,Berlin,food,2025-11-18 16:50:02
Bless,"Adresse: Hausvogteipl. 10, 10117 Berlin ",Telefon: 030 20619795 ,https://bless-restaurants.com/,,,,Berlin,food,2025-11-18 16:50:19
Flamingo Fresh Food Bar,"Adresse: Neustädtische Kirchstraße 8, 10117 Berlin ",Telefon: 030 83218865 ,http://www.flamingo-freshfood.de/,,"4,7",,Berlin,food,2025-11-18 16:50:30
Flamingo Fresh Food Bar,"Adresse: Neustädtische Kirchstraße 8, 10117 Berlin ",Telefon: 030 83218865 ,http://www.flamingo-freshfood.de/,,"4,7",,Berlin,food,2025-11-18 16:50:55
Nante-Eck | Restaurant Berlin Mitte,"Adresse: Unter den Linden 35, 10117 Berlin ",Telefon: 030 22487257 ,https://www.nante-eck.de/,,"4,6",,Berlin,food,2025-11-18 16:51:11
Nante-Eck | Restaurant Berlin Mitte,"Adresse: Unter den Linden 35, 10117 Berlin ",Telefon: 030 22487257 ,https://www.nante-eck.de/,,"4,6",,Berlin,food,2025-11-18 16:51:25
Byblos Restaurant Berlin,"Adresse: Spichernstraße 24, 10777 Berlin ",Telefon: 030 56007395 ,https://byblosrestaurantberlin.de/,,"4,8",,Berlin,food,2025-11-18 16:51:43
Byblos Restaurant Berlin,"Adresse: Spichernstraße 24, 10777 Berlin ",Telefon: 030 56007395 ,https://byblosrestaurantberlin.de/,,"4,8",,Berlin,food,2025-11-18 16:51:58
CURRY61 - Hackescher Markt,"Adresse: Oranienburger Str. 6, 10178 Berlin ",Telefon: 030 40054033 ,http://www.curry61.de/,,"4,7",,Berlin,food,2025-11-18 16:52:05
Gaffel Haus Berlin - Das Kölsche Konsulat in der Hauptstadt,"Adresse: Direkt neben dem Maritim proArte Hotel, Dorotheenstraße 65, 10117 Berlin ",Telefon: 030 31011693 ,http://www.gaffel-haus-berlin.de/,,"4,5",,Berlin,food,2025-11-18 16:52:28
Gaffel Haus Berlin - Das Kölsche Konsulat in der Hauptstadt,"Adresse: Direkt neben dem Maritim proArte Hotel, Dorotheenstraße 65, 10117 Berlin ",Telefon: 030 31011693 ,http://www.gaffel-haus-berlin.de/,,"4,5",,Berlin,food,2025-11-18 16:52:41
Madami - Mom's Vietnamesische Küche,"Adresse: Rosa-Luxemburg-Straße 3, 10178 Berlin ",Telefon: 030 65779266 ,,,"4,4",,Berlin,food,2025-11-18 16:53:00
Restaurant Maximilians Berlin,"Adresse: Friedrichstraße 185-190, 10117 Berlin ",Telefon: 030 20450559 ,https://www.maximilians-berlin.de/,,,,Berlin,food,2025-11-18 16:53:15
Mervan Bistro,"Adresse: Schillingstraße 1A, 10179 Berlin ",Telefon: 01525 2587325 ,,,"4,9",,Berlin,bistro,2025-11-18 16:53:52
Mervan Bistro,"Adresse: Schillingstraße 1A, 10179 Berlin ",Telefon: 01525 2587325 ,,,"4,9",,Berlin,bistro,2025-11-18 16:54:05
Richard Bistro,"Adresse: Köpenicker Str. 174, 10997 Berlin ",Telefon: 030 49207244 ,,,"4,5",,Berlin,bistro,2025-11-18 16:54:30
Best Bistro,"Adresse: Schlesische Str. 2, 10997 Berlin ",Telefon: 030 69517937 ,https://www.bestbistro.de/,,,,Berlin,bistro,2025-11-18 16:54:41
House of Small Wonder,"Adresse: Auguststraße 11-13, 10117 Berlin ",,http://www.houseofsmallwonder.de/,,"4,4",,Berlin,bistro,2025-11-18 16:54:50
House of Small Wonder,"Adresse: Knesebeckstraße 76, 10623 Berlin ",Telefon: 030 88715871 ,,,"4,4",,Berlin,bistro,2025-11-18 16:55:00
1900 Cafe Bistro - Berlin,"Adresse: Knesebeckstraße 76, 10623 Berlin ",Telefon: 030 88715871 ,,,"4,4",,Berlin,bistro,2025-11-18 16:55:10
Bless,"Adresse: Hausvogteipl. 10, 10117 Berlin ",Telefon: 030 20619795 ,https://bless-restaurants.com/,,"4,7",,Berlin,bistro,2025-11-18 16:55:24
Nante-Eck | Restaurant Berlin Mitte,"Adresse: Unter den Linden 35, 10117 Berlin ",,https://alibababistro.shop/,,"4,8",,Berlin,bistro,2025-11-18 16:55:35
ALIBABA BISTRO,"Adresse: Rochstraße 14E, 10178 Berlin ",,https://alibababistro.shop/,,,,Berlin,bistro,2025-11-18 16:55:49
Trattoria Portofino,"Adresse: Gubener Str. 48, 10243 Berlin ",Telefon: 030 23910610 ,http://www.portofino-trattoria.de/,,"4,7",,Berlin,bistro,2025-11-18 16:55:58
Trattoria Portofino,"Adresse: Gubener Str. 48, 10243 Berlin ",Telefon: 030 23910610 ,http://www.portofino-trattoria.de/,,"4,3",,Berlin,bistro,2025-11-18 16:56:11
Hofbräu,"Adresse: Karl-Liebknecht-Str. 30, 10178 Berlin ",Telefon: 030 679665520 ,https://www.hofbraeu-wirtshaus.de/berlin,,"4,3",,Berlin,bistro,2025-11-18 16:56:21
Hofbräu,"Adresse: Karl-Liebknecht-Str. 30, 10178 Berlin ",Telefon: 030 679665520 ,https://facil.de/de/,,"4,8",,Berlin,bistro,2025-11-18 16:56:34
FACIL,"Adresse: Potsdamer Str. 3, 10785 Berlin ",Telefon: 030 590051234 ,https://facil.de/de/,,"4,8",,Berlin,bistro,2025-11-18 16:56:48
Gina Bistrot,"Adresse: Zionskirchstraße 77, 10119 Berlin ",Telefon: 01520 6216957 ,http://www.ginabistrot.com/,,"4,7",,Berlin,bistro,2025-11-18 16:57:03
Gina Bistrot,"Adresse: Zionskirchstraße 77, 10119 Berlin ",Telefon: 01520 6216957 ,http://www.ginabistrot.com/,,"4,7",,Berlin,bistro,2025-11-18 16:57:20
Meliá Berlin,"Adresse: Friedrichstraße 103, 10117 Berlin ",Telefon: 030 20607900 ,https://www.melia.com/de/hotels/deutschland/berlin/melia-berlin?utm_campaign=google&utm_content=6514&utm_medium=organic&utm_source=directories,,"4,4",,Berlin,imbiss,2025-11-18 16:58:06
Meliá Berlin,,Telefon: 0176 62507457 ,,,"4,4",,Berlin,imbiss,2025-11-18 16:58:21
Lindengartens Cafeklatsch,"Adresse: Alt-Buckow 15A, 12349 Berlin ",Telefon: 0176 62507457 ,,,"4,4",,Berlin,imbiss,2025-11-18 16:58:33
Konnopke's Imbiß,"Adresse: Schönhauser Allee 44b, 10435 Berlin ",Telefon: 030 4427765 ,http://www.konnopke-imbiss.de/,,"4,2",,Berlin,imbiss,2025-11-18 16:58:45
Zur Bratpfanne,"Adresse: Schloßstraße, 12163 Berlin ",Telefon: 030 79788360 ,http://www.zurbratpfanne.de/,,"4,6",,Berlin,imbiss,2025-11-18 16:58:52
Zur Bratpfanne,"Adresse: Schloßstraße, 12163 Berlin ",Telefon: 030 79788360 ,http://www.zurbratpfanne.de/,,"4,6",,Berlin,imbiss,2025-11-18 16:59:07
Ketch'up 35,,Telefon: 030 6117115 ,https://nachtigall-imbiss.de/,,"4,7",,Berlin,imbiss,2025-11-18 16:59:21
Nachtigall Imbiss Berlin,"Adresse: Ohlauer Str. 10, 10999 Berlin ",Telefon: 030 6117115 ,https://nachtigall-imbiss.de/,,"4,7",,Berlin,imbiss,2025-11-18 16:59:35
Nachtigall Imbiss Berlin,"Adresse: Ohlauer Str. 10, 10999 Berlin ",Telefon: 030 6117115 ,https://nachtigall-imbiss.de/,,"4,7",,Berlin,imbiss,2025-11-18 16:59:51
Cult Curry Mitte,"Adresse: Torstraße 122, 10119 Berlin ",,https://www.cultcurrymitte.de/,,"4,8",,Berlin,imbiss,2025-11-18 17:00:01
Imbiss Olympische Brücke,"Adresse: Olympische Str. 31, 14052 Berlin ",,https://www.imbiss-olympische-bruecke.de/,,"4,8",,Berlin,imbiss,2025-11-18 17:00:11
Imbiss Olympische Brücke,"Adresse: Olympische Str. 31, 14052 Berlin ",,,,"4,4",,Berlin,imbiss,2025-11-18 17:00:24
berlincurrys,"Adresse: Karl-Liebknecht-Str. 13, 10178 Berlin ",Telefon: 030 7969147 ,http://www.krasselts-berlin.de/,,"4,3",,Berlin,imbiss,2025-11-18 17:00:54
Krasselt's Imbiss Berlin,"Adresse: Steglitzer Damm 22, 12169 Berlin ",Telefon: 030 7969147 ,http://www.krasselts-berlin.de/,,"4,3",,Berlin,imbiss,2025-11-18 17:01:09
Royal Imbiss,"Adresse: Sanderstraße 1, 12047 Berlin ",Telefon: 030 53158113 ,https://www.facebook.com/Royal-D%C3%B6ner-819074504937421/,,"4,6",,Berlin,imbiss,2025-11-18 17:01:16
Royal Imbiss,"Adresse: Sanderstraße 1, 12047 Berlin ",Telefon: 030 53158113 ,https://www.facebook.com/Royal-D%C3%B6ner-819074504937421/,,,,Berlin,imbiss,2025-11-18 17:01:26
Zur Bratpfanne,"Adresse: 33, Königsberger Str. 30, 12207 Berlin ",Telefon: 030 79788360 ,http://www.zurbratpfanne.de/Hinkommen_Lichterfelde.html,,"4,6",,Berlin,imbiss,2025-11-18 17:01:34
Zur Bratpfanne,"Adresse: 33, Königsberger Str. 30, 12207 Berlin ",Telefon: 030 79788360 ,http://www.zurbratpfanne.de/Hinkommen_Lichterfelde.html,,"4,6",,Berlin,imbiss,2025-11-18 17:01:47
